,水温,Ph,溶解氧(mg/L),浊度(NTU),电导率(uS/cm)
131,0.160714286,0.174757282,0.743656474,0.022087245,0.807494489
132,0.165178571,0.172815534,0.738451529,0.021258973,0.805290228
133,0.142857143,0.170873786,0.726740403,0.017117615,0.809698751
134,0.151785714,0.165048544,0.743005856,0.020430701,0.810433505
135,0.200892857,0.159223301,0.7482108,0.022915516,0.781778104
136,0.209821429,0.151456311,0.731945348,0.023743788,0.777369581
137,0.147321429,0.188349515,0.776837996,0.023743788,0.819985305
138,0.151785714,0.198058252,0.801561483,0.024019879,0.81337252
139,0.196428571,0.211650485,0.791802212,0.028989509,0.797942689
140,0.191964286,0.221359223,0.769681197,0.026228603,0.796473181
141,0.147321429,0.234951456,0.821730644,0.022363335,0.803085966
142,0.151785714,0.236893204,0.818477554,0.024295969,0.792799412
143,0.200892857,0.258252427,0.798959011,0.022915516,0.72961058
144,0.205357143,0.252427184,0.783344177,0.024019879,0.74283615
145,0.169642857,0.250485437,0.800910865,0.019326339,0.74283615
146,0.169642857,0.240776699,0.805465192,0.022915516,0.746509919
147,0.200892857,0.236893204,0.754066363,0.020706792,0.745040411
148,0.200892857,0.227184466,0.747560182,0.020430701,0.749448935
149,0.165178571,0.215533981,0.759921926,0.017669796,0.764144012
150,0.165178571,0.203883495,0.763175016,0.021811154,0.770756796
151,0.196428571,0.196116505,0.730644112,0.022087245,0.770022043
152,0.191964286,0.196116505,0.728692258,0.020706792,0.770756796
153,0.165178571,0.196116505,0.73454782,0.017669796,0.77149155
154,0.169642857,0.19223301,0.751463891,0.021811154,0.779573843
155,0.209821429,0.2,0.728692258,0.022087245,0.761204996
156,0.214285714,0.198058252,0.710474951,0.020982882,0.763409258
157,0.174107143,0.196116505,0.738451529,0.020982882,0.769287289
158,0.174107143,0.19223301,0.73454782,0.020706792,0.768552535
159,0.209821429,0.194174757,0.711776187,0.020430701,0.764878766
160,0.209821429,0.184466019,0.702016916,0.020154611,0.764878766
161,0.169642857,0.186407767,0.716981132,0.01987852,0.77149155
162,0.165178571,0.186407767,0.732595966,0.01987852,0.772226304
163,0.191964286,0.182524272,0.709173715,0.019326339,0.767817781
164,0.183035714,0.182524272,0.713728042,0.01960243,0.767083027
165,0.160714286,0.180582524,0.724137931,0.020154611,0.77149155
166,0.15625,0.174757282,0.711776187,0.017669796,0.77149155
167,0.174107143,0.172815534,0.721535459,0.018774158,0.768552535
168,0.174107143,0.174757282,0.711776187,0.017393705,0.770756796
169,0.15625,0.174757282,0.720234223,0.018498067,0.770022043
170,0.147321429,0.172815534,0.726740403,0.018498067,0.772226304
171,0.165178571,0.172815534,0.720884841,0.019050248,0.770022043
172,0.160714286,0.168932039,0.722836695,0.018221977,0.770022043
173,0.151785714,0.168932039,0.698113208,0.015461071,0.769287289
174,0.138392857,0.170873786,0.711776187,0.016841524,0.772961058
175,0.142857143,0.168932039,0.731945348,0.018498067,0.77149155
176,0.142857143,0.166990291,0.720234223,0.016841524,0.772961058
177,0.151785714,0.174757282,0.698763826,0.021258973,0.757531227
178,0.138392857,0.223300971,0.779440468,0.022639426,0.696546657
179,0.147321429,0.234951456,0.786597267,0.021258973,0.695811903
180,0.147321429,0.242718447,0.791802212,0.022087245,0.692872888
181,0.147321429,0.240776699,0.786597267,0.016565433,0.698750919
182,0.147321429,0.250485437,0.811320755,0.022639426,0.705363703
183,0.142857143,0.250485437,0.814573845,0.022363335,0.704628949
184,0.147321429,0.244660194,0.802212101,0.022639426,0.703159442
185,0.138392857,0.242718447,0.79245283,0.020430701,0.708302719
186,0.129464286,0.238834951,0.797657775,0.021535064,0.71050698
187,0.142857143,0.233009709,0.793754066,0.022363335,0.71050698
188,0.138392857,0.231067961,0.78919974,0.023743788,0.709772226
189,0.133928571,0.225242718,0.780091087,0.018774158,0.714180749
190,0.120535714,0.217475728,0.798308393,0.021811154,0.719324026
191,0.133928571,0.215533981,0.787247885,0.020982882,0.718589273
192,0.129464286,0.211650485,0.777488614,0.01987852,0.721528288
193,0.133928571,0.20776699,0.763175016,0.017117615,0.721528288
194,0.125,0.201941748,0.786597267,0.01987852,0.725202057
195,0.129464286,0.2,0.770331815,0.019326339,0.727406319
196,0.129464286,0.196116505,0.776187378,0.01960243,0.727406319
197,0.129464286,0.194174757,0.73454782,0.016013252,0.725202057
198,0.120535714,0.190291262,0.77878985,0.01987852,0.72961058
199,0.116071429,0.219417476,0.805465192,0.023467697,0.72373255
200,0.111607143,0.219417476,0.807417046,0.023743788,0.72373255
201,0.107142857,0.217475728,0.790500976,0.020706792,0.72005878
202,0.102678571,0.215533981,0.797657775,0.023191607,0.722263042
203,0.111607143,0.219417476,0.791151594,0.023467697,0.72005878
204,0.111607143,0.209708738,0.791151594,0.022087245,0.72373255
205,0.111607143,0.209708738,0.787247885,0.021258973,0.719324026
206,0.102678571,0.203883495,0.800260247,0.022363335,0.721528288
207,0.102678571,0.201941748,0.793754066,0.023191607,0.717119765
208,0.107142857,0.2,0.791802212,0.022087245,0.722997796
209,0.107142857,0.198058252,0.759271308,0.019326339,0.722997796
210,0.098214286,0.194174757,0.77878985,0.021811154,0.727406319
211,0.102678571,0.19223301,0.788549122,0.022087245,0.727406319
212,0.107142857,0.190291262,0.770982433,0.021258973,0.728875827
213,0.111607143,0.190291262,0.757319453,0.01960243,0.725202057
214,0.098214286,0.184466019,0.783994795,0.023467697,0.730345334
215,0.107142857,0.184466019,0.767078725,0.020430701,0.72961058
216,0.107142857,0.182524272,0.763175016,0.01987852,0.730345334
217,0.111607143,0.180582524,0.733897202,0.017393705,0.728875827
218,0.102678571,0.176699029,0.770331815,0.021535064,0.73328435
219,0.107142857,0.176699029,0.757319453,0.018774158,0.731814842
220,0.107142857,0.174757282,0.770331815,0.01987852,0.731080088
221,0.111607143,0.176699029,0.723487313,0.016841524,0.728875827
222,0.102678571,0.172815534,0.764476252,0.020430701,0.732549596
223,0.107142857,0.172815534,0.767078725,0.01960243,0.732549596
224,0.107142857,0.170873786,0.764476252,0.020430701,0.732549596
225,0.098214286,0.198058252,0.752114509,0.020982882,0.690668626
226,0.084821429,0.201941748,0.828887443,0.027885146,0.681116826
227,0.09375,0.205825243,0.815875081,0.028437327,0.657604702
228,0.098214286,0.209708738,0.826935589,0.025400331,0.642174871
229,0.098214286,0.209708738,0.777488614,0.01987852,0.642909625
230,0.09375,0.201941748,0.797007157,0.022915516,0.644379133
231,0.102678571,0.201941748,0.777488614,0.022639426,0.644379133
232,0.102678571,0.2,0.772283669,0.022087245,0.647318148
233,0.098214286,0.198058252,0.747560182,0.019050248,0.64952241
234,0.09375,0.196116505,0.771633051,0.022087245,0.653196179
235,0.107142857,0.19223301,0.761223162,0.021258973,0.651726672
236,0.107142857,0.190291262,0.756018217,0.020154611,0.653930933
237,0.102678571,0.188349515,0.748861418,0.019050248,0.653930933
238,0.09375,0.186407767,0.763825634,0.020982882,0.655400441
239,0.107142857,0.184466019,0.770331815,0.021535064,0.656869949
240,0.107142857,0.184466019,0.768379961,0.021811154,0.657604702
241,0.102678571,0.180582524,0.739102147,0.017669796,0.656869949
242,0.09375,0.178640777,0.782693559,0.02484815,0.65907421
243,0.107142857,0.176699029,0.751463891,0.019326339,0.656135195
244,0.107142857,0.178640777,0.746258946,0.019326339,0.658339456
245,0.102678571,0.176699029,0.73129473,0.017393705,0.658339456
246,0.098214286,0.172815534,0.7482108,0.018774158,0.662013226
247,0.111607143,0.172815534,0.759921926,0.01987852,0.660543718
248,0.107142857,0.172815534,0.707872479,0.015461071,0.658339456
249,0.098214286,0.170873786,0.750162655,0.017945886,0.662013226
250,0.107142857,0.170873786,0.732595966,0.017117615,0.660543718
251,0.111607143,0.168932039,0.741704619,0.019050248,0.661278472
252,0.107142857,0.168932039,0.720234223,0.017117615,0.660543718
253,0.098214286,0.163106796,0.774235524,0.024019879,0.662013226
254,0.107142857,0.166990291,0.743005856,0.019326339,0.661278472
255,0.107142857,0.166990291,0.744307092,0.019050248,0.664217487
256,0.102678571,0.165048544,0.710474951,0.017117615,0.659808964
257,0.098214286,0.163106796,0.733246584,0.017669796,0.663482733
258,0.102678571,0.165048544,0.737800911,0.018774158,0.664217487
259,0.102678571,0.163106796,0.739102147,0.019050248,0.662013226
260,0.102678571,0.163106796,0.708523097,0.016565433,0.662013226
261,0.098214286,0.161165049,0.73129473,0.018221977,0.663482733
262,0.102678571,0.161165049,0.739102147,0.018498067,0.664217487
263,0.102678571,0.159223301,0.744307092,0.017945886,0.663482733
264,0.102678571,0.159223301,0.700065062,0.016289343,0.662013226
265,0.09375,0.157281553,0.728692258,0.018774158,0.666421749
266,0.098214286,0.157281553,0.736499675,0.018774158,0.665686995
267,0.098214286,0.159223301,0.72804164,0.017669796,0.664217487
268,0.102678571,0.155339806,0.679895901,0.016013252,0.663482733
269,0.09375,0.155339806,0.721535459,0.017117615,0.664952241
270,0.098214286,0.155339806,0.749512036,0.020154611,0.665686995
271,0.09375,0.155339806,0.72804164,0.017393705,0.667891256
272,0.102678571,0.153398058,0.675341574,0.016013252,0.664952241
273,0.089285714,0.174757282,0.74495771,0.023743788,0.66862601
274,0.084821429,0.190291262,0.791151594,0.025676422,0.658339456
275,0.089285714,0.19223301,0.779440468,0.02484815,0.650991918
276,0.084821429,0.196116505,0.754066363,0.01987852,0.647318148
277,0.080357143,0.196116505,0.797657775,0.023467697,0.648787656
278,0.09375,0.194174757,0.774235524,0.024019879,0.648052902
279,0.09375,0.19223301,0.778139232,0.02457206,0.648787656
280,0.089285714,0.190291262,0.746909564,0.020430701,0.648787656
281,0.084821429,0.184466019,0.780741705,0.022915516,0.651726672
282,0.089285714,0.184466019,0.782693559,0.025124241,0.650991918
283,0.089285714,0.184466019,0.767078725,0.022087245,0.652461425
284,0.089285714,0.180582524,0.735198439,0.01987852,0.650991918
285,0.080357143,0.178640777,0.765126871,0.021811154,0.654665687
286,0.089285714,0.178640777,0.763825634,0.022639426,0.653196179
287,0.089285714,0.176699029,0.764476252,0.021811154,0.656135195
288,0.089285714,0.174757282,0.738451529,0.01960243,0.653930933
289,0.080357143,0.172815534,0.767078725,0.020982882,0.658339456
290,0.084821429,0.172815534,0.77878985,0.022087245,0.658339456
291,0.080357143,0.170873786,0.763825634,0.021258973,0.657604702
292,0.084821429,0.168932039,0.718282368,0.017945886,0.655400441
293,0.075892857,0.166990291,0.768379961,0.020154611,0.657604702
294,0.075892857,0.166990291,0.767729343,0.021535064,0.65907421
295,0.084821429,0.166990291,0.708523097,0.017669796,0.656869949
296,0.075892857,0.165048544,0.739752765,0.019050248,0.660543718
297,0.080357143,0.165048544,0.739752765,0.019326339,0.659808964
298,0.089285714,0.165048544,0.746258946,0.019326339,0.658339456
299,0.09375,0.163106796,0.718282368,0.017945886,0.657604702
300,0.089285714,0.163106796,0.739102147,0.019050248,0.658339456
301,0.09375,0.161165049,0.738451529,0.020154611,0.658339456
302,0.098214286,0.161165049,0.733246584,0.018774158,0.658339456
303,0.09375,0.163106796,0.712426805,0.017669796,0.658339456
304,0.084821429,0.155339806,0.784645413,0.01960243,0.640705364
305,0.080357143,0.159223301,0.749512036,0.019326339,0.659808964
306,0.080357143,0.159223301,0.767078725,0.020430701,0.662747979
307,0.089285714,0.157281553,0.696161353,0.017393705,0.658339456
308,0.080357143,0.157281553,0.732595966,0.019050248,0.660543718
309,0.080357143,0.157281553,0.741054001,0.01960243,0.659808964
310,0.080357143,0.155339806,0.75862069,0.020706792,0.661278472
311,0.089285714,0.12815534,0.690305791,0.017669796,0.686994857
312,0.080357143,0.12815534,0.723487313,0.022087245,0.685525349
313,0.09375,0.12815534,0.608327912,0.015461071,0.683321087
314,0.084821429,0.12815534,0.67338972,0.017117615,0.686994857
315,0.080357143,0.12815534,0.725439167,0.022087245,0.687729611
316,0.084821429,0.126213592,0.711776187,0.020154611,0.688464364
317,0.098214286,0.12815534,0.61548471,0.016013252,0.685525349
318,0.084821429,0.126213592,0.651919323,0.016565433,0.688464364
319,0.080357143,0.12815534,0.674040338,0.015737162,0.689933872
320,0.080357143,0.12815534,0.690305791,0.016841524,0.689933872
321,0.098214286,0.126213592,0.611581002,0.016013252,0.687729611
322,0.084821429,0.122330097,0.651268705,0.016565433,0.69140338
323,0.080357143,0.126213592,0.672088484,0.016841524,0.69140338
324,0.080357143,0.126213592,0.690956409,0.017117615,0.692138134
325,0.09375,0.124271845,0.591411841,0.016013252,0.689199118
326,0.084821429,0.124271845,0.660377358,0.016841524,0.692872888
327,0.080357143,0.124271845,0.682498373,0.018774158,0.693607641
328,0.080357143,0.124271845,0.666232921,0.016841524,0.694342395
329,0.098214286,0.124271845,0.605725439,0.016289343,0.690668626
330,0.084821429,0.122330097,0.653871178,0.016289343,0.693607641
331,0.080357143,0.124271845,0.696811971,0.017393705,0.695811903
332,0.084821429,0.124271845,0.720884841,0.01987852,0.695811903
333,0.098214286,0.122330097,0.601821731,0.015737162,0.69140338
334,0.09375,0.12038835,0.644762524,0.016289343,0.693607641
335,0.089285714,0.124271845,0.666883539,0.016565433,0.694342395
336,0.089285714,0.124271845,0.685751464,0.015737162,0.695811903
337,0.098214286,0.122330097,0.584255042,0.01490889,0.692138134
338,0.089285714,0.122330097,0.665582303,0.017393705,0.695811903
339,0.080357143,0.122330097,0.692908263,0.016565433,0.698016165
340,0.080357143,0.122330097,0.690956409,0.017393705,0.697281411
341,0.098214286,0.12038835,0.581001952,0.015737162,0.692872888
342,0.084821429,0.122330097,0.668184776,0.016841524,0.697281411
343,0.080357143,0.122330097,0.716330514,0.020154611,0.698016165
344,0.080357143,0.122330097,0.689655172,0.016289343,0.697281411
345,0.098214286,0.12038835,0.580351334,0.015461071,0.695077149
346,0.084821429,0.118446602,0.648015615,0.016841524,0.698750918
347,0.084821429,0.122330097,0.662979831,0.016289343,0.698750918
348,0.080357143,0.122330097,0.685751464,0.017945886,0.698016165
349,0.098214286,0.118446602,0.588809369,0.015184981,0.695077149
350,0.084821429,0.118446602,0.644762524,0.016565433,0.697281411
351,0.080357143,0.12038835,0.668835394,0.016565433,0.700220426
352,0.080357143,0.12038835,0.67338972,0.016565433,0.697281411
353,0.098214286,0.118446602,0.582953806,0.016013252,0.695811903
354,0.084821429,0.116504854,0.620689655,0.016013252,0.700220426
355,0.080357143,0.12038835,0.662329213,0.016013252,0.699485672
356,0.080357143,0.12038835,0.698113208,0.017117615,0.698750918
357,0.098214286,0.118446602,0.566037736,0.016289343,0.695077149
358,0.089285714,0.118446602,0.616135329,0.016013252,0.698016165
359,0.084821429,0.12038835,0.677293429,0.016841524,0.698750918
360,0.084821429,0.12038835,0.677944047,0.016841524,0.698750918
361,0.098214286,0.116504854,0.582953806,0.01490889,0.695811903
362,0.080357143,0.116504854,0.654521796,0.016565433,0.699485672
363,0.075892857,0.118446602,0.679895901,0.017117615,0.70095518
364,0.09375,0.116504854,0.582303188,0.015737162,0.695077149
365,0.084821429,0.116504854,0.668835394,0.022363335,0.699485672
366,0.075892857,0.116504854,0.685100846,0.016841524,0.700220426
367,0.071428571,0.118446602,0.713077424,0.020706792,0.702424688
368,0.09375,0.114563107,0.58165257,0.017117615,0.695811903
369,0.084821429,0.114563107,0.652569941,0.017117615,0.700220426
370,0.075892857,0.118446602,0.668835394,0.016841524,0.700220426
371,0.071428571,0.118446602,0.666883539,0.016841524,0.701689934
372,0.09375,0.116504854,0.572543917,0.016565433,0.695077149
373,0.084821429,0.114563107,0.652569941,0.016841524,0.700220426
374,0.071428571,0.116504854,0.71763175,0.020706792,0.70095518
375,0.071428571,0.116504854,0.71437866,0.020706792,0.70095518
376,0.09375,0.114563107,0.561483409,0.014080618,0.695077149
377,0.089285714,0.112621359,0.646714379,0.016565433,0.699485672
378,0.080357143,0.114563107,0.651268705,0.015461071,0.698750918
379,0.084821429,0.116504854,0.672088484,0.017393705,0.699485672
380,0.102678571,0.114563107,0.560832791,0.0146328,0.694342395
381,0.098214286,0.114563107,0.614834092,0.015737162,0.696546657
382,0.09375,0.116504854,0.623292128,0.015461071,0.697281411
383,0.09375,0.116504854,0.632400781,0.015737162,0.695811903
384,0.102678571,0.114563107,0.562784645,0.0146328,0.692872888
385,0.09375,0.114563107,0.611581002,0.015461071,0.695077149
386,0.089285714,0.118446602,0.63955758,0.016565433,0.694342395
387,0.089285714,0.12038835,0.665582303,0.016841524,0.698016165
388,0.098214286,0.116504854,0.566037736,0.015461071,0.692872888
389,0.084821429,0.114563107,0.622641509,0.016565433,0.695811903
390,0.080357143,0.116504854,0.667534157,0.017117615,0.696546657
391,0.080357143,0.116504854,0.670787248,0.017117615,0.696546657
392,0.098214286,0.112621359,0.565387118,0.015184981,0.692138134
393,0.084821429,0.114563107,0.644111906,0.016841524,0.695077149
394,0.071428571,0.114563107,0.655823032,0.015737162,0.697281411
395,0.071428571,0.114563107,0.677944047,0.016289343,0.696546657
396,0.09375,0.112621359,0.5647365,0.015737162,0.69140338
397,0.080357143,0.114563107,0.634352635,0.016013252,0.696546657
398,0.066964286,0.114563107,0.703318152,0.020430701,0.697281411
399,0.0625,0.114563107,0.665582303,0.0146328,0.696546657
400,0.089285714,0.112621359,0.548471047,0.0146328,0.690668626
401,0.084821429,0.110679612,0.638906962,0.016841524,0.692872888
402,0.075892857,0.114563107,0.6870527,0.017393705,0.695811903
403,0.080357143,0.114563107,0.640858816,0.016013252,0.693607641
404,0.098214286,0.112621359,0.541964867,0.01490889,0.688464364
405,0.09375,0.112621359,0.603122967,0.017117615,0.689933872
406,0.09375,0.114563107,0.667534157,0.017669796,0.692138134
407,0.098214286,0.114563107,0.6258946,0.016289343,0.689933872
408,0.102678571,0.112621359,0.552374756,0.015461071,0.686260103
409,0.09375,0.112621359,0.602472349,0.015461071,0.689199118
410,0.089285714,0.114563107,0.648015615,0.016841524,0.689933872
411,0.089285714,0.116504854,0.651919323,0.016565433,0.689199118
412,0.102678571,0.112621359,0.553025374,0.014356709,0.684790595
413,0.089285714,0.112621359,0.628497072,0.017669796,0.687729611
414,0.084821429,0.114563107,0.657124268,0.016013252,0.689933872
415,0.080357143,0.114563107,0.655823032,0.016013252,0.689199118
416,0.098214286,0.110679612,0.54066363,0.015184981,0.685525349
417,0.084821429,0.110679612,0.636955107,0.017117615,0.689199118
418,0.071428571,0.112621359,0.700065062,0.020982882,0.689933872
419,0.071428571,0.114563107,0.71763175,0.020982882,0.692138134
420,0.09375,0.112621359,0.555627846,0.01490889,0.684055841
421,0.080357143,0.112621359,0.631750163,0.016841524,0.686994857
422,0.066964286,0.114563107,0.684450228,0.016841524,0.690668626
423,0.066964286,0.112621359,0.67338972,0.016565433,0.689933872
424,0.09375,0.108737864,0.558230319,0.015184981,0.683321087
425,0.089285714,0.110679612,0.6258946,0.01987852,0.688464364
426,0.084821429,0.110679612,0.679245283,0.018221977,0.684790595
427,0.089285714,0.112621359,0.650618087,0.017117615,0.685525349
428,0.102678571,0.110679612,0.546519193,0.015737162,0.681116826
429,0.098214286,0.110679612,0.600520494,0.016013252,0.683321087
430,0.09375,0.110679612,0.675341574,0.020430701,0.682586334
431,0.089285714,0.112621359,0.698113208,0.021258973,0.684790595
432,0.102678571,0.110679612,0.550422902,0.015461071,0.677443057
433,0.09375,0.112621359,0.601171113,0.016013252,0.680382072
434,0.089285714,0.112621359,0.668184776,0.017117615,0.680382072
435,0.089285714,0.114563107,0.657124268,0.018774158,0.679647318
436,0.102678571,0.110679612,0.547820429,0.01490889,0.676708303
437,0.09375,0.110679612,0.637605725,0.020706792,0.677443057
